Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	Assets	MarketCap	Revenue	Country
WAYSIDE TECHNOLOGY GROUP, INC.	US133136104	3.1	10	NASDAQ National Market	Industrial company	4.973511157187348	4.914866534120055	5.582166808176841	US
WCI COMMUNITIES, INC.	US270472098	8.030000000000001	3	New York Stock Exchange (NYSE)	Industrial company	5.9353243399542865	5.659159088854509	5.750984083966856	US
WD 40 CO	US951797918	18.56	1	NASDAQ National Market	Industrial company	5.530530097495785	6.203468867387322	5.577665253202067	US
WEB.COM GROUP, INC.	US943327894	14.79	1	NASDAQ National Market	Industrial company	6.0634609634739105	5.9422169604570465	5.735169182705169	US
WEBMD HEALTH CORP.	US202783228	13.7	1	NASDAQ National Market	Industrial company	6.062929280913527	6.402658687615695	5.803730170974544	US
WEBSTER FINANCIAL CORP	US061187536	19.97	1	New York Stock Exchange (NYSE)	Bank	7.392306809759331	6.5529992242732185	5.956303405902741	US
WEC ENERGY GROUP, INC.	US391391525	21.25	1	New York Stock Exchange (NYSE)	Industrial company	7.467685058411247	7.2753944961206445	6.772769048995007	US
WEIGHT WATCHERS INTERNATIONAL, INC.	US116040273	6.23	5	New York Stock Exchange (NYSE)	Industrial company	6.144330373882615	5.9759053678059715	6.066109656243794	US
WEINGARTEN REALTY INVESTORS	US741464203	28.51	1	New York Stock Exchange (NYSE)	Financial company	6.591281254790867	6.673884211540829	5.7099861257038995	US
WEIS MARKETS INC	US240755415	6.12	4	New York Stock Exchange (NYSE)	Industrial company	6.092004415687765	6.134049542740513	6.458901970798786	US
WELLCARE HEALTH PLANS INC	US470937650	19.7	1	New York Stock Exchange (NYSE)	Insurance company	6.715468581767218	6.650086530527519		US
WELLESLEY BANCORP INC	US453219901	0.0	116	NASDAQ National Market	Bank	4.793084606650353	4.697969976554339	3.5245259366263757	US
WELLS FARGO & COMPANY	US410449260	14.87	1	New York Stock Exchange (NYSE)	Bank	9.252278120509086	8.411902184919676	7.9305823023009765	US
WELLTOWER INC.	US341096634	29.64	1	New York Stock Exchange (NYSE)	Financial company	7.4627549610274775	7.3932074151080105	6.586567839741937	US
WENDY'S COMPANY (THE)	US380471180	13.21	3	NASDAQ National Market	Industrial company	6.613706651781637	6.438165797039124	6.271910809448075	US
WERNER ENTERPRISES INC	US470648386	11.55	2	NASDAQ National Market	Industrial company	6.207818762038314	6.24764754606807	6.320879188652664	US
WESBANCO INC	US550571723	13.52	1	NASDAQ National Market	Bank		6.098853728223369	5.54406928518988	US
WESCO AIRCRAFT HOLDINGS, INC.	US205441563	9.02	4	New York Stock Exchange (NYSE)	Industrial company	6.305560726316312	6.147883067200786	6.175400471267555	US
WESCO INTERNATIONAL, INC.	US251723342	11.64	4	New York Stock Exchange (NYSE)	Industrial company	6.661569071690474	6.387490912633126	6.87613051090014	US
WEST BANCORPORATION INC	US421230603	9.13	1	NASDAQ National Market	Bank		5.480474061544752	4.795886966000197	US
WEST CORP	US470777362	8.82	5	NASDAQ National Market	Industrial company	6.5577814065755495	6.244099902398683	6.357984368986226	US
WEST MARINE INC	US770355502	8.18	5	NASDAQ National Market	Industrial company	5.59308216665063	5.358252832219542	5.848081916187562	US
WEST PHARMACEUTICAL SERVICES, INC.	US231210010	20.49	1	New York Stock Exchange (NYSE)	Industrial company	6.229195580082386	6.736406463045026	6.1460662994319515	US
WESTAMERICA BANCORPORATION	US942156203	19.94	1	NASDAQ National Market	Bank	6.7133961136802265	6.092589073519679	5.258802446017786	US
WESTAR ENERGY, INC.	US480290150	16.67	1	New York Stock Exchange (NYSE)	Industrial company	7.029613730518395	6.8749323456571325	6.390787669115073	US
WESTBURY BANCORP, INC.	US461834307	2.29	10	NASDAQ National Market	Bank	4.915811243805059	4.916058955815191	3.6392872259102367	US
WESTELL TECHNOLOGIES INC	US363154957	5.0	6	NASDAQ National Market	Industrial company	4.997102296115629	4.571522499302599	4.924940564426269	US
WESTERN ALLIANCE BANCORPORATION	US880365922	14.81	1	New York Stock Exchange (NYSE)	Bank	7.154578855018071	6.589131486788303	5.708711465754342	US
WESTERN DIGITAL CORP	US330956711	20.41	1	NASDAQ National Market	Industrial company	7.181300408874584	7.020465865404786	7.163519192373232	US
WESTERN GAS EQUITY PARTNERS, LP	US460967367	0.0	121	New York Stock Exchange (NYSE)	Industrial company	6.863521816601642	6.977373514298083	6.193506665068123	US
WESTERN GAS PARTNERS, LP	US261075808	0.0	145	New York Stock Exchange (NYSE)	Industrial company	6.863394126161843	6.817559816900771	6.193506665068123	US
WESTERN REFINING LOGISTICS, LP	US463205923	0.18	25	New York Stock Exchange (NYSE)	Industrial company	5.699796114821712	5.813395489870613	6.414951298614326	US
WESTERN REFINING, INC.	US203472415	18.46	2	New York Stock Exchange (NYSE)	Industrial company	6.765921310605758	6.297019938503684	6.990651230176978	US
WESTERN UNION CO. (THE)	US204531180	19.41	1	New York Stock Exchange (NYSE)	Financial company	6.975840680021039	6.980568314417636	6.739073766761132	US
WESTFIELD FINANCIAL INC	US791627673	10.18	1	NASDAQ National Market	Bank		5.152667421963093	4.57404284875949	US
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP	US251615902	18.56	1	New York Stock Exchange (NYSE)	Industrial company	6.518098792882448	6.846121705571741	6.51956536959437	US
WESTLAKE CHEMICAL CORPORATION	US760346924	4.84	3	New York Stock Exchange (NYSE)	Industrial company	6.745799520822517	6.75979781146746	6.649659679068847	US
WESTLAKE CHEMICAL PARTNERS LP	US320436529	0.0	128	New York Stock Exchange (NYSE)	Industrial company	6.110707526153376	5.487778735068386	6.003125203174325	US
WESTMORELAND COAL CO	US231128670	7.23	5	NASDAQ National Market	Industrial company	6.16925639344458	5.178144951484888	6.149542095299434	US
WESTMORELAND RESOURCE PARTNERS, LP	US770695453	0.0	104	New York Stock Exchange (NYSE)	Industrial company	5.628686192279755	4.420252882587564	5.585123315222639	US
WESTROCK COMPANY	US473335141	22.87	1	New York Stock Exchange (NYSE)	Industrial company	7.404094462313753	7.002114721225027	7.056191909231819	US
WESTWOOD HOLDINGS GROUP, INC.	US752969997	10.37	1	New York Stock Exchange (NYSE)	Financial company	5.2584864265796245	5.697610273417169	5.117062386239473	US
WEX INC.	US010526993	16.080000000000002	1	New York Stock Exchange (NYSE)	Financial company	6.585224905631765	6.552572587807969	5.931782199063221	US
WEYCO GROUP INC	US390702200	5.300000000000002	4	NASDAQ National Market	Industrial company	5.475668283334902	5.467230615873937	5.505987900679487	US
WEYERHAEUSER CO	US910470860	18.15	1	New York Stock Exchange (NYSE)	Industrial company	7.095866488305685	7.371398133115591	6.850155983745793	US
WGL HOLDINGS INC	US522210912	26.33	1	New York Stock Exchange (NYSE)	Industrial company	6.721098018707348	6.516678925147949	6.42485404336073	US
WHEELER REAL ESTATE INVESTMENT TRUST, INC.	US452681082	0.0	126	NASDAQ National Market	Industrial company	5.490301282134077	5.00582803810391	4.443028170214855	US
WHIRLPOOL CORP	US381490038	19.69	1	New York Stock Exchange (NYSE)	Industrial company	7.278982139711023	7.122693306906354	7.319959249858773	US
WHITESTONE REIT	US760594970	18.19	1	New York Stock Exchange (NYSE)	Financial company	5.8932545117195145	5.576135097756679	4.9704259162126725	US
WHITEWAVE FOODS COMPANY (THE)	US460631061	17.63	1	New York Stock Exchange (NYSE)	Industrial company	6.626224334673873	6.899147590690809	6.58729510014407	US
WHITING PETROLEUM CORPORATION	US200098515	20.19	1	New York Stock Exchange (NYSE)	Industrial company	7.056488872359705	6.390354070404642	6.320661938332593	US
WHOLE FOODS MARKET, INC.	US741989366	18.67	1	NASDAQ National Market	Industrial company	6.758987622515493	7.012098802653751	7.18721042787115	US
WIDEPOINT CORPORATION	US522040275	2.93	3	NYSE MKT	Industrial company	4.706367816737223	4.781116024785705	4.850272421835552	US
WILHELMINA INTERNATIONAL, INC.	US742781950	0.0	107	NASDAQ National Market	Venture capital	4.641186468694926	4.5887869506591805	4.923249201111072	US
WILLAMETTE VALLEY VINEYARDS INC	US930981021	0.35	9	NASDAQ National Market	Industrial company	4.587486465410964	4.568213461597081	4.253822438708073	US
WILLBROS GROUP, INC.	US300513080	4.35	8	New York Stock Exchange (NYSE)	Industrial company	5.645007428134624	5.276797161403037	5.958561494356861	US
WILLDAN GROUP, INC.	US141951112	2.43	9	NASDAQ National Market	Industrial company	4.8594145240390105	4.915093663159011	5.130668207291544	US
WILLIAM LYON HOMES	US330864902	7.0	5	New York Stock Exchange (NYSE)	Industrial company	6.284081127112462	5.643577024829706	6.04397221994091	US
WILLIAMS COMPANIES INC	US730569878	15.73	1	New York Stock Exchange (NYSE)	Industrial company	7.690373315775595	7.207425220263733	6.866877873344897	US
WILLIAMS PARTNERS L.P.	US800534394	0.0	138	New York Stock Exchange (NYSE)	Industrial company	7.680063436554321	7.274844484794037	6.865163278746906	US
WILLIAMS SONOMA INC	US942203880	16.970000000000002	1	New York Stock Exchange (NYSE)	Industrial company	6.383353548042175	6.681389234191811	6.696888313892667	US
WILLIS LEASE FINANCE CORP	US680070656	3.04	7	NASDAQ National Market	Financial company	6.1167996146029395	5.257229651942992	5.300184470356505	US
WILSHIRE BANCORP, INC.	US200711133	15.09	1	NASDAQ National Market	Bank	6.673340655116771	5.9548881629430515	5.284953828146045	US
WINDSTREAM HOLDINGS, INC.	US462847717	21.53	1	NASDAQ National Market	Industrial company	7.097538451256718	5.908467861226866	6.760821986258047	US
WINDTREE THERAPEUTICS, INC.	US943171943	4.5	9	NASDAQ National Market	Industrial company	4.647167725824425	4.315130317183602	2.9947569445876283	US
WINGSTOP INC.	US473494862	3.15	5	NASDAQ National Market	Industrial company	5.083298324381874	5.90281520882438	4.891927534220675	US
WINMARK CORPORATION	US411622691	3.13	7	NASDAQ National Market	Industrial company	4.67584247325464	5.606171692168209	4.8416659966883415	US
WINNEBAGO INDUSTRIES INC	US420802678	15.94	1	New York Stock Exchange (NYSE)	Industrial company	5.558918468792046	5.770854956001532	5.989674916091754	US
WINTHROP REALTY TRUST	US346513657	10.28	1	New York Stock Exchange (NYSE)	Financial company	5.872523373289527	5.5548379092300975	0.0	US
WINTRUST FINANCIAL CORPORATION	US363873352	20.72	1	NASDAQ National Market	Bank	7.360160929512111	6.411621389271914	5.922818844614823	US
WIRELESS TELECOM GROUP INC	US222582295	1.17	10	NYSE MKT	Industrial company	4.540417075793183	4.389945342268887	4.5199591807520685	US
WISDOMTREE INVESTMENTS, INC.	US133487784	17.1	1	NASDAQ National Market	Financial company	5.46641381982498	6.226755295548719	5.475588388507245	US
WMI HOLDINGS CORP	US911653725	1.88	16	NASDAQ National Market	Bank		5.683437907531863	4.2430628648048065	US
WOLVERINE BANCORP, INC.	US273939016	0.0	112	NASDAQ National Market	Bank	4.7969834595219485	4.74296851931152	3.5149460053080044	US
WOLVERINE WORLD WIDE INC	US381185150	19.73	1	New York Stock Exchange (NYSE)	Industrial company	6.386392117749056	6.253811786984805	6.430010680982354	US
WOODWARD, INC.	US361984010	17.75	1	NASDAQ National Market	Industrial company	6.400350934830826	6.540952684314838	6.309268956744317	US
WORKDAY, INC.	US202480422	8.85	2	New York Stock Exchange (NYSE)	Industrial company	6.436177759589452	6.953076553950912	6.065335799042629	US
WORKHORSE GROUP INC.	US261394771	0.0	105	NASDAQ National Market	Industrial company	4.1656300623761835	5.2081886611469255	2.1492191126553797	US
WORKIVA INC.	US263147209	2.72	8	New York Stock Exchange (NYSE)	Industrial company	5.158048721649793	5.590713688978203	5.162184905140287	US
WORLD ACCEPTANCE CORP	US570425114	22.31	3	NASDAQ National Market	Financial company	5.905434807319342	5.586921335407298	5.744752856953872	US
WORLD FUEL SERVICES CORP	US592459427	18.24	1	New York Stock Exchange (NYSE)	Industrial company	6.657954218740668	6.515686182660372	7.48258349517887	US
WORLD POINT TERMINALS, LP	US462598540	0.0	115	New York Stock Exchange (NYSE)	Industrial company	5.314760189377753	5.449216046206292	4.98284538875152	US
WORLD WRESTLING ENTERTAINMENT, INC.	US042693383	7.79	4	New York Stock Exchange (NYSE)	Industrial company	5.611878309669712	5.778124468064796	5.818733154180618	US
WORTHINGTON INDUSTRIES INC	US311189815	15.76	3	New York Stock Exchange (NYSE)	Industrial company	6.319135844432702	6.363853688679761	6.529460512658856	US
WP GLIMCHER INC.	US464323686	26.22	1	New York Stock Exchange (NYSE)	Financial company	6.737161620562369	6.270930491012598	5.964569325909835	US
WPCS INTERNATIONAL INCORPORATED	US980204758	1.96	7	NASDAQ National Market	Industrial company	4.180641902729832	3.5844443071651764	4.3877278748679	US
WPX ENERGY, INC.	US451836028	16.330000000000002	1	New York Stock Exchange (NYSE)	Industrial company	6.923917274857947	6.458533756935497	6.276002219990846	US
WSFS FINANCIAL CORP	US222866913	10.77	1	NASDAQ National Market	Bank		6.031103745245248	5.54406928518988	US
WSI INDUSTRIES INC	US410691607	3.73	2	NASDAQ National Market	Industrial company	4.462817114409504	3.939569168655902	4.633306827560638	US
WVS FINANCIAL CORP.	US251710500	0.0	115	NASDAQ National Market	Bank	4.509860859929156	4.373922952384584	2.2013971243204513	US
WYNDHAM WORLDWIDE CORP.	US200052541	19.55	1	New York Stock Exchange (NYSE)	Industrial company	6.986279000729446	6.878141391492401	6.743196159897842	US
WYNN RESORTS, LIMITED	US460484987	14.57	1	NASDAQ National Market	Industrial company	7.01949680670968	6.989799292975574	6.610221815452942	US
XACTLY CORPORATION	US113744289	1.84	12	New York Stock Exchange (NYSE)	Industrial company	4.938944805452956	5.462911359909484	4.88067070875198	US
XCEL ENERGY INC	US410448030	18.19	1	New York Stock Exchange (NYSE)	Industrial company	7.590637864574272	7.317758971643508	7.042358389681579	US
XCERRA CORPORATION	US042594045	12.06	1	NASDAQ National Market	Industrial company	5.588244807770438	5.54208063940816	5.599860156433647	US
XENIA HOTELS & RESORTS, INC.	US200141677	26.42	1	New York Stock Exchange (NYSE)	Financial company	6.477981174483534	6.238450837597964	5.989514334083241	US
XENITH BANKSHARES INC	US*S00120641	0.0	107	NASDAQ National Market	Industrial company		5.005875171137368		US
XENOPORT, INC.	US943330837	13.090000000000002	3	NASDAQ National Market	Industrial company	5.214827958934533	5.650529957068948	4.614485917334474	US
XERIUM TECHNOLOGIES, INC.	US421558674	6.92	8	New York Stock Exchange (NYSE)	Industrial company	5.740658698467582	5.0067355207188475	5.678740477069327	US
XEROX CORP	US160468020	20.13	1	New York Stock Exchange (NYSE)	Industrial company	7.394259024995751	6.998164009916137	7.256356910462828	US
XG TECHNOLOGY, INC.	US205856795	0.0	114	NASDAQ National Market	Industrial company	4.219453537076811	4.150848506669523	2.9698816437465	US
XILINX INC	US770188631	20.86	1	NASDAQ National Market	Industrial company	6.690024632818644	7.079780123136171	6.376092211060936	US
XO GROUP INC.	US133895178	17.84	1	New York Stock Exchange (NYSE)	Industrial company	5.293897081938385	5.647240138083837	5.151201248741843	US
XOMA CORPORATION	US522154066	5.6999999999999975	2	NASDAQ National Market	Industrial company	4.87437163556421	4.924243093347005	4.743885885839037	US
XPLORE TECHNOLOGIES CORP.	US260563295	0.76	14	NASDAQ National Market	Industrial company	4.547983805359076	4.530532657749054	4.629817196018516	US
XPO LOGISTICS, INC.	US030450326	10.5	5	New York Stock Exchange (NYSE)	Industrial company	7.101857042351395	6.50917428554903	6.882137370910007	US
XTANT MEDICAL HOLDINGS, INC.	US205313323	0.0	105	NYSE MKT	Industrial company	5.14930534696923	4.408341741154655	4.773398770192452	US
XTERA COMMUNICATIONS, INC.	US383394611	0.0	111	NASDAQ National Market	Industrial company	4.594094077580118	4.4838867071716555	4.768430892616528	US
XURA, INC.	US043398741	13.28	1	NASDAQ National Market	Industrial company	5.78272553063238	5.793064324787418	5.678796893722023	US
XYLEM INC.	US452080495	18.44	1	New York Stock Exchange (NYSE)	Industrial company	6.668106331188998	6.901646710933937	6.562649791098974	US
YADKIN FINANCIAL CORP	US204495993	7.68	1	New York Stock Exchange (NYSE)	Bank		6.129455606398938	5.051156382825619	US
YAHOO INC	US770398689	14.19	1	NASDAQ National Market	Industrial company	7.655176549205429	7.555408152331811	6.696207986715071	US
YELP INC.	US201854266	12.8	3	New York Stock Exchange (NYSE)	Industrial company	5.8781930779499785	6.245293244327579	5.740135217549502	US
YORK WATER COMPANY (THE)	US231242500	9.27	1	NASDAQ National Market	Industrial company	5.492109157504543	5.5486596163430955	4.672928690442722	US
YOU ON DEMAND HOLDINGS, INC.	US201778374	1.1	8	NASDAQ National Market	Industrial company	4.297257006590092	4.653453721491571	3.6634182122526795	US
YOUR COMMUNITY BANKSHARES INC	US351938254	0.0	115	NASDAQ National Market	Bank	6.192013779276953	5.318949810169072	4.820339413126842	US
YRC WORLDWIDE INC.	US480948788	10.72	2	NASDAQ National Market	Industrial company	6.274019453600721	5.49268776780091	6.684162965526433	US
YUM! BRANDS, INC.	US133951308	15.61	1	New York Stock Exchange (NYSE)	Industrial company	6.906388975028833	7.52699194752361	7.11743705842222	US
YUMA ENERGY INC	US940787340	0.43	6	NYSE MKT	Industrial company	5.077811059250664	4.27399611375928	4.375114684692225	US
YUME, INC.	US270111478	1.73	26	New York Stock Exchange (NYSE)	Industrial company	5.173404818017777	5.116650905668053	5.238685776854267	US
ZAFGEN, INC.	US273857670	8.18	5	NASDAQ National Market	Industrial company	5.276707605022232	5.279577977558435	0.0	US
ZAGG INC	US202559624	9.82	2	NASDAQ National Market	Industrial company	5.254166058678138	5.145308307239556	5.43025570512957	US
